usage_date,subscription_key,data_gb,voice_min
2026-06-07,1045,0.31,13.8
2026-06-07,1046,11.96,0
2026-06-07,1047,7.1,0
2026-06-07,1048,7.16,18.6
2026-06-07,1049,4.8,0
2026-06-07,1050,1.66,14
2026-06-07,1051,0.66,23.5
2026-06-07,1052,0.95,25.4
2026-06-07,1054,1.64,0
2026-06-07,1055,7.38,0
2026-06-07,1056,25.7,0
2026-06-07,1057,6.85,0
2026-06-07,1060,8.13,0
2026-06-07,1061,26.81,0
2026-06-07,1062,1.53,14
2026-06-07,1063,4.6,0
2026-06-07,1064,1.79,12.2
2026-06-07,1065,1.05,44
2026-06-07,1067,1.76,0
2026-06-07,1068,0.63,36.6
2026-06-07,1069,4.51,27.9
2026-06-07,1070,4.94,0
2026-06-08,1001,1.5,3
2026-06-08,1002,0.72,0
2026-06-08,1003,1.29,32.5
2026-06-08,1004,15.27,0
2026-06-08,1005,17.86,0
2026-06-08,1006,1.33,24.2
2026-06-08,1007,2.2,41.1
2026-06-08,1008,7.29,0
2026-06-08,1011,17.47,0
2026-06-08,1012,11.72,0
2026-06-08,1013,2.33,12.1
2026-06-08,1014,18.23,0
2026-06-08,1015,0.93,20.9
2026-06-08,1016,13,22.6
2026-06-08,1017,1.76,3.6
2026-06-08,1018,1.21,0
2026-06-08,1019,23.7,0
2026-06-08,1021,2.39,41.9
2026-06-08,1022,1.76,12.3
2026-06-08,1023,9.7,36.6
2026-06-08,1024,2.1,30.5
2026-06-08,1025,2.17,37.1
2026-06-08,1026,19.21,0
2026-06-08,1027,0.34,36.7
2026-06-08,1031,7.03,20.8
2026-06-08,1032,5.15,21.5
2026-06-08,1033,1.46,4.1
2026-06-08,1034,20.79,0
2026-06-08,1035,1.76,10.3
2026-06-08,1036,13.29,0
2026-06-08,1037,9.17,4.1
2026-06-08,1038,1.33,0
2026-06-08,1039,0.53,8.5
2026-06-08,1042,1.16,2.5
2026-06-08,1043,1.39,0
2026-06-08,1044,20.66,0
2026-06-08,1045,2.21,13.9
2026-06-08,1046,17.09,0
2026-06-08,1047,5,0
2026-06-08,1048,7,14.3
2026-06-08,1049,27.99,0
2026-06-08,1050,1.14,24
2026-06-08,1051,2.58,38.6
2026-06-08,1052,0.71,7.3
2026-06-08,1054,1.08,0
2026-06-08,1055,26.38,0
2026-06-08,1056,10.84,0
2026-06-08,1057,20.71,0
2026-06-08,1060,15.1,0
2026-06-08,1061,5.35,0
2026-06-08,1062,1.74,25.5
2026-06-08,1063,11.86,0
2026-06-08,1064,0.99,41.9
2026-06-08,1065,2.75,3.2
2026-06-08,1067,0.55,0
2026-06-08,1068,1.79,38.9
2026-06-08,1069,8.65,23.6
2026-06-08,1070,15.8,0
2026-06-09,1001,1.93,22.6
2026-06-09,1002,2.12,0
2026-06-09,1003,0.35,2.8
2026-06-09,1004,19.62,0
2026-06-09,1005,9.56,0
2026-06-09,1006,1.41,28.5
2026-06-09,1007,0.77,16.1
2026-06-09,1008,17.16,0
2026-06-09,1011,25.29,0
2026-06-09,1012,13.53,0
2026-06-09,1013,1.61,8.9
2026-06-09,1014,14.17,0
2026-06-09,1015,1.42,31.8
2026-06-09,1016,3.38,41.2
2026-06-09,1017,2.6,32.1
2026-06-09,1018,0.81,0
2026-06-09,1019,27.87,0
2026-06-09,1021,1.01,22.1
2026-06-09,1022,2.75,29.2
2026-06-09,1023,11.71,29.2
2026-06-09,1024,1.81,23.9
2026-06-09,1025,0.99,29.8
2026-06-09,1026,4.71,0
2026-06-09,1027,1.84,44.2
2026-06-09,1031,10.64,9
2026-06-09,1032,8.95,43.2
2026-06-09,1033,1.86,13.4
2026-06-09,1034,19.93,0
2026-06-09,1035,2.78,24.7
2026-06-09,1036,19.02,0
2026-06-09,1037,4.5,24.4
2026-06-09,1038,1.73,0
2026-06-09,1039,2.48,9.3
2026-06-09,1042,2.19,32
2026-06-09,1043,0.91,0
2026-06-09,1044,6.99,0
2026-06-09,1045,1.03,42.5
2026-06-09,1046,13.48,0
2026-06-09,1047,10.14,0
2026-06-09,1048,13.75,3.6
2026-06-09,1049,12.39,0
2026-06-09,1050,1.78,40.8
2026-06-09,1051,0.64,38.6
2026-06-09,1052,1.05,41.3
2026-06-09,1054,2.18,0
2026-06-09,1055,14.42,0
2026-06-09,1056,19.77,0
2026-06-09,1057,23.58,0
2026-06-09,1060,11.88,0
2026-06-09,1061,8.12,0
2026-06-09,1062,1.1,41.3
2026-06-09,1063,9.95,0
2026-06-09,1064,2.12,8
2026-06-09,1065,1.91,35.2
2026-06-09,1067,0.75,0
2026-06-09,1068,1.04,16.9
2026-06-09,1069,11.32,27.7
2026-06-09,1070,21.73,0
2026-06-10,1001,0.69,33.1
2026-06-10,1002,1.71,0
2026-06-10,1003,1.71,20.3
2026-06-10,1004,5.4,0
2026-06-10,1005,25.26,0
2026-06-10,1006,0.45,20.3
2026-06-10,1007,2.57,7.7
2026-06-10,1008,9.97,0
2026-06-10,1011,10.16,0
2026-06-10,1012,7.01,0
2026-06-10,1013,1.25,13.5
2026-06-10,1014,19.66,0
2026-06-10,1015,2.48,10.1
2026-06-10,1016,9.14,22.1
2026-06-10,1017,1.41,2.8
2026-06-10,1018,0.53,0
2026-06-10,1019,23.86,0
2026-06-10,1021,1.1,31.4
2026-06-10,1022,2.46,7.3
2026-06-10,1023,6.24,27.7
2026-06-10,1024,2.49,17.6
2026-06-10,1025,2.78,36.3
2026-06-10,1026,23.85,0
2026-06-10,1027,2.12,30
2026-06-10,1031,9.51,6.8
2026-06-10,1032,7.36,7.3
2026-06-10,1033,1.13,0.2
2026-06-10,1034,28.8,0
2026-06-10,1035,0.94,35.8
2026-06-10,1036,12.39,0
2026-06-10,1037,8.5,39.3
2026-06-10,1038,2.37,0
2026-06-10,1039,1.25,31
2026-06-10,1042,0.8,26.7
2026-06-10,1043,1.87,0
2026-06-10,1044,20.58,0
2026-06-10,1045,1.8,18
2026-06-10,1046,26.79,0
2026-06-10,1047,9.06,0
2026-06-10,1048,6.26,5.8
2026-06-10,1049,4.16,0
2026-06-10,1050,0.42,25
2026-06-10,1051,2.71,44.7
2026-06-10,1052,0.68,10.5
2026-06-10,1054,1.95,0
2026-06-10,1055,22.71,0
2026-06-10,1056,26.81,0
2026-06-10,1057,13.7,0
2026-06-10,1060,20.44,0
2026-06-10,1061,18.63,0
2026-06-10,1062,1.28,14.8
2026-06-10,1063,28.58,0
2026-06-10,1064,2.25,22.8
2026-06-10,1065,0.56,21.7
2026-06-10,1067,0.88,0
2026-06-10,1068,0.89,15.2
2026-06-10,1069,2.15,21
2026-06-10,1070,19.24,0
2026-06-11,1001,1.4,12.5
2026-06-11,1002,2.48,0
2026-06-11,1003,1.55,24.6
2026-06-11,1004,21.72,0
2026-06-11,1005,27.91,0
2026-06-11,1006,2.42,21.1
2026-06-11,1007,2.33,27.9
2026-06-11,1008,14.71,0
2026-06-11,1011,13.92,0
2026-06-11,1012,26.72,0
2026-06-11,1013,1.21,39.8
2026-06-11,1014,7.84,0
2026-06-11,1015,0.35,43.1
2026-06-11,1016,9.82,18.7
2026-06-11,1017,1.93,3.5
2026-06-11,1018,2.36,0
2026-06-11,1019,4.48,0
2026-06-11,1021,2.75,19.8
2026-06-11,1022,2.06,33.8
2026-06-11,1023,9.87,11.7
2026-06-11,1024,0.99,21
2026-06-11,1025,1.78,3.3
2026-06-11,1026,20.19,0
2026-06-11,1027,0.93,43.9
2026-06-11,1031,11.19,44
2026-06-11,1032,2.53,30.8
2026-06-11,1033,2.75,16.7
2026-06-11,1034,16.96,0
2026-06-11,1035,0.52,2.9
2026-06-11,1036,23.22,0
2026-06-11,1037,10.96,13.8
2026-06-11,1038,1.22,0
2026-06-11,1039,0.99,41.5
2026-06-11,1042,1.32,25.7
2026-06-11,1043,2.12,0
2026-06-11,1044,7.67,0
2026-06-11,1045,0.82,23.4
2026-06-11,1046,25.41,0
2026-06-11,1047,9.59,0
2026-06-11,1048,6.21,29.5
2026-06-11,1049,15.71,0
2026-06-11,1050,1.5,16.4
2026-06-11,1051,1.98,41.6
2026-06-11,1052,2.24,18.7
2026-06-11,1054,1.18,0
2026-06-11,1055,9.35,0
2026-06-11,1056,14.29,0
2026-06-11,1057,6.42,0
2026-06-11,1060,8.44,0
2026-06-11,1061,20.46,0
2026-06-11,1062,1.12,37.9
2026-06-11,1063,25.32,0
2026-06-11,1064,1.06,14.9
2026-06-11,1065,1.34,17
2026-06-11,1067,0.84,0
2026-06-11,1068,0.57,32
2026-06-11,1069,5.47,39.8
2026-06-11,1070,13.8,0
2026-06-12,1001,1.95,31.8
2026-06-12,1002,1.89,0
2026-06-12,1003,1.57,25.3
2026-06-12,1004,28.57,0
2026-06-12,1005,27.72,0
2026-06-12,1006,1.96,28.9
2026-06-12,1007,0.99,41
2026-06-12,1008,23.22,0
2026-06-12,1011,25.12,0
2026-06-12,1012,23.35,0
2026-06-12,1013,0.81,3.5
2026-06-12,1014,23.1,0
2026-06-12,1015,2.66,12.8
2026-06-12,1016,7.33,0.7
2026-06-12,1017,1.05,27.6
2026-06-12,1018,2.08,0
2026-06-12,1019,20.64,0
2026-06-12,1021,2.65,37.3
2026-06-12,1022,2.51,33
2026-06-12,1023,3.21,42.7
2026-06-12,1024,0.69,25.2
2026-06-12,1025,2.6,5.1
2026-06-12,1026,27.59,0
2026-06-12,1027,0.53,21.5
2026-06-12,1031,6.02,15.6
2026-06-12,1032,4.54,0.9
2026-06-12,1033,1.92,40.1
2026-06-12,1034,22.83,0
2026-06-12,1035,2.22,33.5
2026-06-12,1036,15,0
2026-06-12,1037,12.93,0.3
2026-06-12,1038,1.1,0
2026-06-12,1039,1.17,42.4
2026-06-12,1042,0.62,2
2026-06-12,1043,1.33,0
2026-06-12,1044,19.38,0
2026-06-12,1045,0.36,14.8
2026-06-12,1046,18.49,0
2026-06-12,1047,25.52,0
2026-06-12,1048,4.87,18.2
2026-06-12,1049,18.98,0
2026-06-12,1050,1.74,25.3
2026-06-12,1051,1.83,16.6
2026-06-12,1052,0.55,12.6
2026-06-12,1054,0.82,0
2026-06-12,1055,26.48,0
2026-06-12,1056,23.61,0
2026-06-12,1057,27.41,0
2026-06-12,1060,16.55,0
2026-06-12,1061,8.99,0
2026-06-12,1062,1.81,38.5
2026-06-12,1063,11.68,0
2026-06-12,1064,0.31,8.3
2026-06-12,1065,0.45,20.4
2026-06-12,1067,1.42,0
2026-06-12,1068,0.42,12.1
2026-06-12,1069,3.36,20.1
2026-06-12,1070,19.57,0
2026-06-13,1001,1.71,15.6
2026-06-13,1002,1.93,0
2026-06-13,1003,1.78,18.6
2026-06-13,1004,18.46,0
2026-06-13,1005,15.99,0
2026-06-13,1006,1.91,44.1
2026-06-13,1007,0.74,41.1
2026-06-13,1008,5.04,0
2026-06-13,1011,9.3,0
2026-06-13,1012,5.64,0
2026-06-13,1013,1.15,35.4
2026-06-13,1014,20.88,0
2026-06-13,1015,0.96,0.8
2026-06-13,1016,7.91,3
2026-06-13,1017,2.38,38.2
2026-06-13,1018,1.7,0
2026-06-13,1019,19.35,0
2026-06-13,1021,0.6,17
2026-06-13,1022,0.38,15.8
2026-06-13,1023,6.75,35.7
2026-06-13,1024,2.79,17.1
2026-06-13,1025,2.71,28.2
2026-06-13,1026,16.73,0
2026-06-13,1027,0.32,23.3
2026-06-13,1031,11.84,17.5
2026-06-13,1032,13.9,7.2
2026-06-13,1033,2.54,22
2026-06-13,1034,8.2,0
2026-06-13,1035,2.32,31.6
2026-06-13,1036,28.63,0
2026-06-13,1037,4.48,44.8
2026-06-13,1038,2.43,0
2026-06-13,1039,2.19,40
2026-06-13,1042,2.17,12.2
2026-06-13,1043,2.07,0
2026-06-13,1044,7.68,0
2026-06-13,1045,0.98,2.3
2026-06-13,1046,27.96,0
2026-06-13,1047,15.2,0
2026-06-13,1048,3.83,2.6
2026-06-13,1049,21.13,0
2026-06-13,1050,2.36,2.3
2026-06-13,1051,2.01,22.3
2026-06-13,1052,2.05,3.8
2026-06-13,1054,1.92,0
2026-06-13,1055,4.7,0
2026-06-13,1056,20.01,0
2026-06-13,1057,6.74,0
2026-06-13,1060,9.19,0
2026-06-13,1061,21.85,0
2026-06-13,1062,1.76,28.8
2026-06-13,1063,17.3,0
2026-06-13,1064,2.54,29
2026-06-13,1065,1.2,23.5
2026-06-13,1067,1.94,0
2026-06-13,1068,0.61,18.3
2026-06-13,1069,4,26.4
2026-06-13,1070,9.19,0
2026-06-14,1001,1.93,13
2026-06-14,1002,0.76,0
2026-06-14,1003,1.9,29.8
2026-06-14,1004,10.49,0
2026-06-14,1005,4.64,0
2026-06-14,1006,2.4,19.9
2026-06-14,1007,2.74,15.2
2026-06-14,1008,23.28,0
2026-06-14,1011,8.07,0
2026-06-14,1012,26.69,0
2026-06-14,1013,0.58,43.5
2026-06-14,1014,15.46,0
2026-06-14,1015,1.02,35.4
2026-06-14,1016,9.43,40.6
2026-06-14,1017,2.68,20.1
2026-06-14,1018,0.88,0
2026-06-14,1019,12.61,0
2026-06-14,1021,0.41,27
2026-06-14,1022,1.77,9.2
2026-06-14,1023,6.15,27.4
2026-06-14,1024,0.93,43.2
2026-06-14,1025,1.3,21.4
2026-06-14,1026,27.99,0
2026-06-14,1027,2.33,31.3
2026-06-14,1031,5.73,41.7
2026-06-14,1032,9.17,3.4
2026-06-14,1033,2.47,23
2026-06-14,1034,25.67,0
2026-06-14,1035,0.69,37.1
2026-06-14,1036,15.99,0
2026-06-14,1037,6.44,26.4
2026-06-14,1038,2.21,0
2026-06-14,1039,2.6,21.8
2026-06-14,1042,1,37.7
2026-06-14,1043,1.86,0
2026-06-14,1044,17.05,0
2026-06-14,1045,1,32.8
2026-06-14,1046,13.98,0
2026-06-14,1047,8.31,0
2026-06-14,1048,6.95,9.5
2026-06-14,1049,18.22,0
2026-06-14,1050,0.44,43.8
2026-06-14,1051,1.26,34.3
2026-06-14,1052,0.96,35.9
2026-06-14,1054,1.95,0
2026-06-14,1055,26.6,0
2026-06-14,1056,21.9,0
2026-06-14,1057,27.52,0
2026-06-14,1060,12.18,0
2026-06-14,1061,6.42,0
2026-06-14,1062,0.75,33.4
2026-06-14,1063,23.16,0
2026-06-14,1064,1.87,21.6
2026-06-14,1065,1.8,10.6
2026-06-14,1067,1.45,0
2026-06-14,1068,1.4,11.6
2026-06-14,1069,13.86,3.1
2026-06-14,1070,18.11,0
